Allele_count Bstat Neanderthal non-Neanderthal
22 750 36 3832
22 800 71 5495
22 850 68 8550
22 900 51 12117
22 950 112 12851
23 200 1 270
23 400 23 666
23 450 26 818
23 500 15 1049
23 550 8 1595
23 600 14 1695
23 650 10 2068
23 700 24 2510
23 750 79 3770
23 800 75 5257
23 850 75 7767
23 900 55 12126
23 950 78 12533
24 50 4 72
24 300 15 435
24 350 2 591
24 400 3 785
24 450 6 817
24 500 2 1060
24 550 5 1245
24 600 15 1551
24 650 25 2036
24 700 22 2668
24 750 32 3749
24 800 65 5102
24 850 87 7524
24 900 65 11972
24 950 65 12476
25 0 1 208
25 50 1 66
25 100 3 216
25 500 3 1000
25 550 11 1313
25 600 1 1676
25 650 2 2218
25 700 15 2656
25 750 42 3514
25 800 61 4744
25 850 64 7324
25 900 109 11206
25 950 53 11389
26 400 1 697
26 550 2 1077
26 600 20 1553
26 650 15 2157
26 700 1 2519
26 750 31 3397
26 800 45 5072
26 850 77 7509
26 900 39 11126
26 950 141 11561
27 450 3 722
27 500 3 963
27 550 79 1285
27 600 41 1337
27 650 20 1848
27 700 31 2408
27 750 24 3365
27 800 70 4850
27 850 59 7227
27 900 58 11367
27 950 68 11581
28 450 33 676
28 500 5 837
28 550 21 1178
28 600 19 1382
28 650 22 1892
28 700 15 2331
28 750 82 3122
28 800 15 4588
28 850 32 6986
28 900 44 10752
28 950 123 11289
29 550 6 1382
29 600 4 1577
29 650 14 1870
29 700 15 2489
29 750 40 3066
29 800 4 4306
29 850 43 6504
29 900 110 9982
29 950 70 11236
30 350 8 748
30 400 4 841
30 450 3 604
30 500 1 940
30 550 16 1218
30 600 33 1568
30 650 36 1888
30 700 1 2620
30 750 6 3231
30 800 18 4137
30 850 15 6738
30 900 68 10024
30 950 53 10568
31 300 8 536
31 350 13 417
31 500 11 848
31 550 7 1118
31 600 1 1355
31 700 12 2289
31 750 6 2979
31 800 14 4045
31 850 24 6615
31 900 43 9926
31 950 60 10196
32 400 3 503
32 450 4 659
32 550 1 1038
32 650 5 1955
32 700 1 2262
32 750 3 2959
32 800 29 4141
32 850 55 6533
32 900 15 9364
32 950 29 10301
33 550 4 1048
33 650 1 2147
33 700 22 2449
33 750 9 2887
33 800 2 4397
33 850 9 6289
33 900 9 9470
33 950 40 10383
34 150 1 235
34 200 1 195
34 250 11 271
34 300 2 280
34 400 19 536
34 450 18 704
34 500 1 894
34 550 1 1003
34 600 7 1162
34 650 5 1814
34 750 5 2804
34 800 60 4053
34 850 79 6066
34 900 17 9682
34 950 20 10047
35 300 1 365
35 400 4 582
35 600 4 1393
35 650 4 1665
35 700 60 2069
35 750 6 2684
35 800 4 3998
35 850 27 6113
35 900 36 9698
35 950 7 9339
36 600 2 1275
36 650 1 1569
36 700 3 1974
36 750 1 2902
36 800 14 3791
36 850 15 5528
36 900 23 9444
36 950 6 9017
37 550 6 1066
37 600 3 1316
37 650 3 1665
37 700 9 2096
37 750 12 2670
37 800 2 3806
37 850 29 5624
37 900 72 8675
37 950 26 8948
38 550 4 925
38 600 2 1079
38 650 9 1550
38 700 6 1925
38 750 7 2820
38 800 29 3756
38 850 17 5392
38 900 21 8948
38 950 35 8515
39 650 11 1394
39 700 8 1909
39 800 15 3618
39 850 7 5521
39 900 10 8604
39 950 7 9163
40 350 3 469
40 600 12 1063
40 650 5 1430
40 750 7 2431
40 800 34 3775
40 850 15 5514
40 900 19 8259
40 950 31 8323
41 650 1 1424
41 800 27 3691
41 850 36 5286
41 900 15 7871
41 950 30 8067
42 300 6 277
42 650 2 1187
42 800 31 3748
42 850 6 5133
42 900 36 7939
42 950 38 8123
43 200 1 140
43 250 5 210
43 300 5 309
43 800 12 3475
43 850 1 5144
43 900 21 7525
43 950 15 7867
44 700 3 1619
44 750 4 2209
44 800 6 3163
44 850 5 4772
44 900 19 7540
44 950 7 7776
45 150 1 135
45 200 1 160
45 700 3 1631
45 800 3 3044
45 850 5 4899
45 900 6 7380
45 950 34 7343
46 150 25 130
46 200 2 211
46 500 32 709
46 550 17 737
46 600 3 879
46 800 19 3173
46 850 3 5176
46 950 1 7678
47 150 4 125
47 200 2 223
47 650 2 1281
47 850 2 4749
47 900 5 7166
47 950 4 7691
48 650 10 1428
48 800 1 3004
48 850 34 4674
48 900 16 6908
48 950 7 7320
49 650 3 1256
49 700 2 1471
49 800 16 3015
49 850 19 4593
49 900 5 6989
49 950 8 7389
50 450 1 608
50 650 2 1247
50 700 6 1676
50 800 13 2824
50 850 11 4775
50 900 24 6945
50 950 1 7245
51 450 1 399
51 500 15 513
51 650 6 1122
51 900 37 6903
51 950 2 7060
52 900 3 6415
52 950 2 7162
53 450 1 522
53 550 2 752
53 600 3 880
53 700 1 1477
53 900 1 6667
53 950 6 6442
54 950 3 6589
55 700 1 1438
55 750 2 1877
55 800 5 2533
55 850 8 3993
57 600 4 936
57 650 6 1093
57 900 17 6494
58 650 16 958
58 700 2 1403
58 900 11 6628
59 700 20 1286
60 400 1 305
60 550 1 685
60 600 1 962
60 650 1 977
61 450 1 481
61 500 4 546
61 700 1 1455
62 400 1 369
62 450 2 359
62 500 3 574
62 550 5 665
62 650 19 970
62 700 7 1377
62 900 8 5562
62 950 1 5739
64 400 1 335
64 850 1 3697
64 900 1 5858
65 900 9 5476
66 900 13 5224
67 900 4 5343
68 450 6 412
68 900 13 5244
69 900 1 5361
79 650 4 693
79 700 1 947
80 650 4 707
81 650 3 645
82 650 1 929
82 700 2 889
85 800 1 1707
86 700 2 957
87 700 3 954
88 700 3 1166
88 750 1 1286
89 700 2 786
90 700 1 893
91 700 1 921
91 750 3 1321
92 700 1 1087
92 750 1 1293
97 700 2 817
