Allele_count Bstat Neanderthal non-Neanderthal
23 450 5 955
23 500 3 1134
23 550 8 1429
23 600 21 1789
23 650 6 2309
23 700 6 2699
23 750 68 4000
23 800 21 5517
23 850 16 8091
23 900 62 13120
23 950 78 12737
24 550 9 1472
24 600 7 1682
24 650 5 2058
24 700 2 2452
24 750 41 3809
24 800 21 4948
24 850 10 8128
24 900 126 12785
24 950 61 12484
25 150 3 153
25 200 6 206
25 450 1 656
25 500 8 1044
25 550 3 1372
25 600 11 1694
25 650 3 2128
25 700 21 2683
25 750 3 4006
25 800 17 5330
25 850 17 7874
25 900 57 12786
25 950 56 12644
26 150 3 337
26 200 1 319
26 550 1 1367
26 600 1 1492
26 650 26 2108
26 700 13 2904
26 750 12 3682
26 800 36 4953
26 850 59 7673
26 900 107 11965
26 950 67 12069
27 400 1 573
27 450 1 857
27 500 11 896
27 550 12 1392
27 650 12 1997
27 700 12 2544
27 750 7 3678
27 800 3 4792
27 850 46 7379
27 900 37 11528
27 950 64 11769
28 400 2 706
28 450 3 826
28 550 36 1275
28 600 3 1360
28 650 11 1797
28 700 2 2489
28 750 17 3343
28 800 27 4836
28 850 23 7093
28 900 41 11563
28 950 34 11713
29 300 10 296
29 350 7 556
29 400 29 781
29 450 5 769
29 500 2 957
29 550 2 1292
29 600 1 1459
29 650 5 1691
29 750 27 3464
29 800 25 4350
29 850 24 6949
29 900 22 11238
29 950 57 11056
30 500 4 780
30 550 7 1304
30 600 13 1659
30 650 2 1766
30 700 1 2451
30 750 3 3241
30 800 9 4366
30 850 21 6786
30 900 20 10829
30 950 13 11236
31 450 11 603
31 650 7 1731
31 700 17 2336
31 750 31 3009
31 800 18 4351
31 850 47 6524
31 900 31 10429
31 950 24 10497
32 600 1 1307
32 650 9 1673
32 700 19 2275
32 750 7 3072
32 800 43 4209
32 850 52 6850
32 900 9 10291
32 950 10 10242
33 550 1 1035
33 600 2 1331
33 650 7 1682
33 700 7 1989
33 750 3 3157
33 800 19 4318
33 850 9 6159
33 900 30 9611
33 950 8 9821
34 600 1 1191
34 650 1 1620
34 700 5 2102
34 800 1 4267
34 900 18 9793
34 950 11 9669
35 250 1 380
35 350 11 547
35 550 7 966
35 600 20 1272
35 700 16 2087
35 750 5 3028
35 800 8 3965
35 850 3 6320
35 900 20 9199
35 950 8 9915
36 250 2 225
36 300 4 339
36 350 2 362
36 450 1 641
36 550 11 1046
36 600 4 1417
36 650 2 1652
36 700 1 2112
36 750 20 2798
36 850 2 6468
36 900 28 8990
36 950 17 10053
37 250 24 180
37 400 2 547
37 650 2 1541
37 700 4 1990
37 750 3 2786
37 800 16 3903
37 850 1 5802
37 900 3 9053
37 950 32 9599
38 700 1 1884
38 750 2 2739
38 800 1 3923
38 850 1 5792
38 900 6 8738
38 950 5 9298
39 650 1 1490
39 700 6 2180
39 850 6 5735
39 900 2 8662
39 950 24 9034
40 650 1 1412
40 750 2 2772
40 800 2 3363
40 850 10 5434
40 900 1 8043
40 950 42 8917
41 800 4 3501
41 850 21 5525
41 950 8 8931
42 550 5 935
42 600 4 1393
42 650 9 1470
42 700 4 2330
42 800 2 3397
42 950 8 8852
43 800 4 3582
43 850 1 5409
43 900 2 8201
43 950 2 8576
44 850 4 5405
44 900 5 8168
44 950 1 8033
45 300 4 247
45 350 2 387
45 450 11 581
45 500 2 791
45 950 16 8325
46 0 2 35
46 800 15 3412
46 850 1 5379
46 900 10 7584
46 950 3 7921
47 0 1 34
47 800 1 3339
47 850 2 5113
47 900 4 7358
48 650 3 1381
48 900 2 7494
49 650 8 1129
49 700 9 1621
49 900 1 7231
50 550 1 737
50 800 1 2991
50 850 1 4546
51 550 7 771
51 700 2 1634
51 750 3 2132
51 800 10 3120
51 850 2 4647
51 950 5 7483
52 550 1 816
52 700 11 1410
52 800 2 3068
52 950 6 7210
53 700 2 1603
53 800 7 3237
53 850 4 4432
53 900 4 6267
53 950 13 6875
55 800 1 2816
56 750 1 2096
56 800 7 2848
56 850 4 3996
57 850 1 4152
