Allele_count Bstat Neanderthal non-Neanderthal
24 950 15 14939
25 250 11 389
25 300 30 466
25 350 1 747
25 400 5 886
25 850 1 9458
25 900 34 14614
26 300 4 474
26 350 23 763
26 850 2 9365
26 900 1 13516
27 300 9 415
27 350 50 594
27 400 1 935
27 600 2 1891
27 650 4 2499
27 850 28 9021
27 900 25 13112
28 350 21 531
28 650 1 2225
29 500 1 1137
29 550 25 1281
29 600 5 1587
29 650 6 2177
29 700 9 3047
29 850 1 8307
29 900 10 13083
30 850 5 7689
30 900 35 12288
31 800 15 5048
31 900 62 12618
